1	1	0
1	1.00333	0.00333888
1	1.00667	0.00668884
1	1.01	0.0100498
1	1.01333	0.0134218
1	1.01667	0.0168048
1	1.02	0.0201987
1	1.02333	0.0236035
1	1.02667	0.0270191
1	1.03	0.0304456
1	1.03333	0.0338828
1	1.03667	0.0373308
1	1.04	0.0407895
1	1.04333	0.0442589
1	1.04667	0.047739
1	1.05	0.0512297
1	1.05333	0.0547309
1	1.05667	0.0582427
1	1.06	0.061765
1	1.06333	0.0652978
1	1.06667	0.0688411
1	1.07	0.0723948
1	1.07333	0.0759588
1	1.07667	0.0795332
1	1.08	0.0831179
1	1.08333	0.0867129
1	1.08667	0.0903182
1	1.09	0.0939337
1	1.09333	0.0975594
1	1.09667	0.101195
1	1.1	0.104841
1	1.10333	0.108497
1	1.10667	0.112163
1	1.11	0.11584
1	1.11333	0.119526
1	1.11667	0.123222
1	1.12	0.126928
1	1.12333	0.130644
1	1.12667	0.13437
1	1.13	0.138106
1	1.13333	0.141852
1	1.13667	0.145607
1	1.14	0.149372
1	1.14333	0.153147
1	1.14667	0.156932
1	1.15	0.160726
1	1.15333	0.16453
1	1.15667	0.168344
1	1.16	0.172167
1	1.16333	0.176
1	1.16667	0.179842
1	1.17	0.183694
1	1.17333	0.187556
1	1.17667	0.191427
1	1.18	0.195307
1	1.18333	0.199197
1	1.18667	0.203096
1	1.19	0.207004
1	1.19333	0.210922
1	1.19667	0.214849
1	1.2	0.218786
1	1.20333	0.222732
1	1.20667	0.226686
1	1.21	0.230651
1	1.21333	0.234624
1	1.21667	0.238606
1	1.22	0.242598
1	1.22333	0.246599
1	1.22667	0.250609
1	1.23	0.254627
1	1.23333	0.258655
1	1.23667	0.262692
1	1.24	0.266738
1	1.24333	0.270793
1	1.24667	0.274857
1	1.25	0.278929
1	1.25333	0.283011
1	1.25667	0.287101
1	1.26	0.291201
1	1.26333	0.295309
1	1.26667	0.299426
1	1.27	0.303551
1	1.27333	0.307686
1	1.27667	0.311829
1	1.28	0.315981
1	1.28333	0.320141
1	1.28667	0.324311
1	1.29	0.328488
1	1.29333	0.332675
1	1.29667	0.33687
1	1.3	0.341074
1	1.30333	0.345286
1	1.30667	0.349506
1	1.31	0.353736
1	1.31333	0.357973
1	1.31667	0.362219
1	1.32	0.366474
1	1.32333	0.370737
1	1.32667	0.375008
1	1.33	0.379288
1	1.33333	0.383576
1	1.33667	0.387873
1	1.34	0.392177
1	1.34333	0.39649
1	1.34667	0.400812
1	1.35	0.405141
1	1.35333	0.409479
1	1.35667	0.413825
1	1.36	0.418179
1	1.36333	0.422542
1	1.36667	0.426912
1	1.37	0.431291
1	1.37333	0.435677
1	1.37667	0.440072
1	1.38	0.444475
1	1.38333	0.448886
1	1.38667	0.453305
1	1.39	0.457732
1	1.39333	0.462167
1	1.39667	0.46661
1	1.4	0.471061
1	1.40333	0.47552
1	1.40667	0.479987
1	1.41	0.484461
1	1.41333	0.488944
1	1.41667	0.493434
1	1.42	0.497933
1	1.42333	0.502439
1	1.42667	0.506953
1	1.43	0.511474
1	1.43333	0.516004
1	1.43667	0.520541
1	1.44	0.525086
1	1.44333	0.529639
1	1.44667	0.534199
1	1.45	0.538767
1	1.45333	0.543343
1	1.45667	0.547926
1	1.46	0.552517
1	1.46333	0.557116
1	1.46667	0.561722
1	1.47	0.566336
1	1.47333	0.570957
1	1.47667	0.575586
1	1.48	0.580222
1	1.48333	0.584866
1	1.48667	0.589518
1	1.49	0.594176
1	1.49333	0.598843
1	1.49667	0.603516
1	1.5	0.608198
1	1.50333	0.612886
1	1.50667	0.617582
1	1.51	0.622286
1	1.51333	0.626996
1	1.51667	0.631714
1	1.52	0.63644
1	1.52333	0.641172
1	1.52667	0.645912
1	1.53	0.65066
1	1.53333	0.655414
1	1.53667	0.660176
1	1.54	0.664945
1	1.54333	0.669721
1	1.54667	0.674505
1	1.55	0.679295
1	1.55333	0.684093
1	1.55667	0.688898
1	1.56	0.69371
1	1.56333	0.698529
1	1.56667	0.703355
1	1.57	0.708189
1	1.57333	0.713029
1	1.57667	0.717877
1	1.58	0.722731
1	1.58333	0.727593
1	1.58667	0.732461
1	1.59	0.737337
1	1.59333	0.74222
1	1.59667	0.747109
1	1.6	0.752006
1	1.60333	0.756909
1	1.60667	0.76182
1	1.61	0.766737
1	1.61333	0.771661
1	1.61667	0.776592
1	1.62	0.78153
1	1.62333	0.786475
1	1.62667	0.791427
1	1.63	0.796385
1	1.63333	0.801351
1	1.63667	0.806323
1	1.64	0.811302
1	1.64333	0.816288
1	1.64667	0.82128
1	1.65	0.826279
1	1.65333	0.831285
1	1.65667	0.836298
1	1.66	0.841317
1	1.66333	0.846343
1	1.66667	0.851376
1	1.67	0.856415
1	1.67333	0.861462
1	1.67667	0.866514
1	1.68	0.871574
1	1.68333	0.87664
1	1.68667	0.881712
1	1.69	0.886791
1	1.69333	0.891877
1	1.69667	0.896969
1	1.7	0.902068
1	1.70333	0.907173
1	1.70667	0.912285
1	1.71	0.917404
1	1.71333	0.922529
1	1.71667	0.92766
1	1.72	0.932798
1	1.72333	0.937942
1	1.72667	0.943093
1	1.73	0.94825
1	1.73333	0.953414
1	1.73667	0.958584
1	1.74	0.96376
1	1.74333	0.968943
1	1.74667	0.974132
1	1.75	0.979328
1	1.75333	0.98453
1	1.75667	0.989738
1	1.76	0.994952
1	1.76333	1.00017
1	1.76667	1.0054
1	1.77	1.01063
1	1.77333	1.01587
1	1.77667	1.02112
1	1.78	1.02637
1	1.78333	1.03163
1	1.78667	1.0369
1	1.79	1.04217
1	1.79333	1.04744
1	1.79667	1.05273
1	1.8	1.05802
1	1.80333	1.06331
1	1.80667	1.06861
1	1.81	1.07392
1	1.81333	1.07924
1	1.81667	1.08456
1	1.82	1.08988
1	1.82333	1.09521
1	1.82667	1.10055
1	1.83	1.1059
1	1.83333	1.11125
1	1.83667	1.11661
1	1.84	1.12197
1	1.84333	1.12734
1	1.84667	1.13271
1	1.85	1.13809
1	1.85333	1.14348
1	1.85667	1.14887
1	1.86	1.15427
1	1.86333	1.15968
1	1.86667	1.16509
1	1.87	1.1705
1	1.87333	1.17593
1	1.87667	1.18136
1	1.88	1.18679
1	1.88333	1.19223
1	1.88667	1.19768
1	1.89	1.20313
1	1.89333	1.20859
1	1.89667	1.21405
1	1.9	1.21952
1	1.90333	1.225
1	1.90667	1.23048
1	1.91	1.23597
1	1.91333	1.24146
1	1.91667	1.24696
1	1.92	1.25246
1	1.92333	1.25797
1	1.92667	1.26349
1	1.93	1.26901
1	1.93333	1.27454
1	1.93667	1.28008
1	1.94	1.28561
1	1.94333	1.29116
1	1.94667	1.29671
1	1.95	1.30227
1	1.95333	1.30783
1	1.95667	1.3134
1	1.96	1.31897
1	1.96333	1.32455
1	1.96667	1.33014
1	1.97	1.33573
1	1.97333	1.34132
1	1.97667	1.34692
1	1.98	1.35253
1	1.98333	1.35814
1	1.98667	1.36376
1	1.99	1.36939
1	1.99333	1.37502
1	1.99667	1.38065
1	2	1.38629
1.00333	1	0.00333888
1.00333	1.00333	0.00670002
1.00333	1.00667	0.0100723
1.00333	1.01	0.0134556
1.00333	1.01333	0.01685
1.00333	1.01667	0.0202553
1.00333	1.02	0.0236717
1.00333	1.02333	0.0270989
1.00333	1.02667	0.0305371
1.00333	1.03	0.0339861
1.00333	1.03333	0.0374459
1.00333	1.03667	0.0409166
1.00333	1.04	0.0443979
1.00333	1.04333	0.04789
1.00333	1.04667	0.0513928
1.00333	1.05	0.0549063
1.00333	1.05333	0.0584303
1.00333	1.05667	0.061965
1.00333	1.06	0.0655101
1.00333	1.06333	0.0690658
1.00333	1.06667	0.072632
1.00333	1.07	0.0762087
1.00333	1.07333	0.0797957
1.00333	1.07667	0.0833932
1.00333	1.08	0.087001
1.00333	1.08333	0.0906191
1.00333	1.08667	0.0942475
1.00333	1.09	0.0978862
1.00333	1.09333	0.101535
1.00333	1.09667	0.105194
1.00333	1.1	0.108863
1.00333	1.10333	0.112543
1.00333	1.10667	0.116232
1.00333	1.11	0.119932
1.00333	1.11333	0.123642
1.00333	1.11667	0.127361
1.00333	1.12	0.131091
1.00333	1.12333	0.13483
1.00333	1.12667	0.13858
1.00333	1.13	0.142339
1.00333	1.13333	0.146108
1.00333	1.13667	0.149888
1.00333	1.14	0.153676
1.00333	1.14333	0.157475
1.00333	1.14667	0.161284
1.00333	1.15	0.165102
1.00333	1.15333	0.16893
1.00333	1.15667	0.172767
1.00333	1.16	0.176614
1.00333	1.16333	0.180471
1.00333	1.16667	0.184337
1.00333	1.17	0.188213
1.00333	1.17333	0.192099
1.00333	1.17667	0.195994
1.00333	1.18	0.199898
1.00333	1.18333	0.203812
1.00333	1.18667	0.207735
1.00333	1.19	0.211668
1.00333	1.19333	0.21561
1.00333	1.19667	0.219561
1.00333	1.2	0.223522
1.00333	1.20333	0.227492
1.00333	1.20667	0.231471
1.00333	1.21	0.23546
1.00333	1.21333	0.239457
1.00333	1.21667	0.243464
1.00333	1.22	0.24748
1.00333	1.22333	0.251505
1.00333	1.22667	0.25554
1.00333	1.23	0.259583
1.00333	1.23333	0.263635
1.00333	1.23667	0.267697
1.00333	1.24	0.271767
1.00333	1.24333	0.275847
1.00333	1.24667	0.279935
1.00333	1.25	0.284033
1.00333	1.25333	0.288139
1.00333	1.25667	0.292254
1.00333	1.26	0.296378
1.00333	1.26333	0.300511
1.00333	1.26667	0.304653
1.00333	1.27	0.308804
1.00333	1.27333	0.312963
1.00333	1.27667	0.317131
1.00333	1.28	0.321308
1.00333	1.28333	0.325493
1.00333	1.28667	0.329688
1.00333	1.29	0.333891
1.00333	1.29333	0.338102
1.00333	1.29667	0.342322
1.00333	1.3	0.346551
1.00333	1.30333	0.350788
1.00333	1.30667	0.355034
1.00333	1.31	0.359289
1.00333	1.31333	0.363552
1.00333	1.31667	0.367823
1.00333	1.32	0.372103
1.00333	1.32333	0.376391
1.00333	1.32667	0.380688
1.00333	1.33	0.384993
1.00333	1.33333	0.389307
1.00333	1.33667	0.393628
1.00333	1.34	0.397959
1.00333	1.34333	0.402297
1.00333	1.34667	0.406644
1.00333	1.35	0.410999
1.00333	1.35333	0.415363
1.00333	1.35667	0.419734
1.00333	1.36	0.424114
1.00333	1.36333	0.428502
1.00333	1.36667	0.432898
1.00333	1.37	0.437303
1.00333	1.37333	0.441715
1.00333	1.37667	0.446136
1.00333	1.38	0.450564
1.00333	1.38333	0.455001
1.00333	1.38667	0.459446
1.00333	1.39	0.463899
1.00333	1.39333	0.46836
1.00333	1.39667	0.472829
1.00333	1.4	0.477306
1.00333	1.40333	0.481791
1.00333	1.40667	0.486283
1.00333	1.41	0.490784
1.00333	1.41333	0.495293
1.00333	1.41667	0.499809
1.00333	1.42	0.504334
1.00333	1.42333	0.508866
1.00333	1.42667	0.513406
1.00333	1.43	0.517954
1.00333	1.43333	0.52251
1.00333	1.43667	0.527073
1.00333	1.44	0.531644
1.00333	1.44333	0.536223
1.00333	1.44667	0.54081
1.00333	1.45	0.545404
1.00333	1.45333	0.550007
1.00333	1.45667	0.554616
1.00333	1.46	0.559234
1.00333	1.46333	0.563859
1.00333	1.46667	0.568491
1.00333	1.47	0.573132
1.00333	1.47333	0.57778
1.00333	1.47667	0.582435
1.00333	1.48	0.587098
1.00333	1.48333	0.591768
1.00333	1.48667	0.596446
1.00333	1.49	0.601132
1.00333	1.49333	0.605825
1.00333	1.49667	0.610525
1.00333	1.5	0.615233
1.00333	1.50333	0.619949
1.00333	1.50667	0.624671
1.00333	1.51	0.629402
1.00333	1.51333	0.634139
1.00333	1.51667	0.638884
1.00333	1.52	0.643636
1.00333	1.52333	0.648396
1.00333	1.52667	0.653163
1.00333	1.53	0.657937
1.00333	1.53333	0.662718
1.00333	1.53667	0.667507
1.00333	1.54	0.672303
1.00333	1.54333	0.677107
1.00333	1.54667	0.681917
1.00333	1.55	0.686735
1.00333	1.55333	0.69156
